Review Text,Sentiment,Fit,Fabric,Color,Style,Cost
This flared skirt caught my attention the first time it came up in the website.  i am more a florals and lace kind of girl but the flattering shape and stripes kept me going back to it again and again.  i finally saw it in person at my store and needed to try it on.  perfect! the colors are matte and not metallic as i thought based on the website photo.  you can definitely dress it down with a chambray too or t shirt.  i wore it to a work meeting and can't wait to wear it again.  it's a bit on th,1,,,1,1,
"The design on the blue sweater is actually a dark navy (not black, as i thought it was), but it still looks beautiful with black underneath. rather than jeans like it's shown, the v-neck is a nice change from other cardigans i have - looks great with a cami or another v-neck underneath it. soft, nice medium-weight and not at all itchy. happy with this as an easy everyday sweater.",1,,1,0,1,
"Top is blouse and long enough to stay tucked in if you want.  like the laser cut detail front and back.  sleeveless is great for summer months here.  can wear to work or dress down with jeans.  fit is true to size.  i am 5'5"", slim and small busted so anything fits me.  i would think it you're busty it would be fine as it's a blousy fit.
the color is more of a salmon pink which works for me.  however if your looking for a true pink it may not work.",1,1,,-1,1,
"I ordered this in an 8p yellow. the yellow is more of a rich golden yellow than the easter yellow i see on my monitor that i was hoping it'd be, but i'm keeping it because it fits me perfectly. i am chesty for my size (32ddd), and somehow i don't look bigger than i am in this top. i also have broad shoulders and this doesn't feel tight when i move my arms. bonus that it has loops to keep your bra straps in place! i have to dock a star though because there are quite a few fabric threads to trim f",1,1,-1,-1,,
"I have been eyeing this dress for months and finally, a sale. the pattern is beautiful and is a great quality. the fit:
it is a swing dress, so if you are a bigger girl, this may not be flattering; try a belt though. the high neck could be a bother for some-it does fit close to the neck, but not tight.
also, size down...two sizes. i do usually a medium and i went with a petite small.
finally, this dress can be worn in summer and winter. i do a belt and a blazer for office and a light sweater for",1,-1,1,,1,
"This is a great top and worth the money. nice flow to it, soft material and light weight for hot summer days. many light weight tops are sheer and require a cami - this one does not which is key for those of us that live in hot climates. don't miss out!",1,,1,,1,1
"I love this dress and would have bought it on the spot without hesitation if i just had an event to wear it to! i am plus sized (18 pants, 16 dress, 5' 7"", 36-38 ddd) and i never size down but i was able to with this dress because it is so flowy. the dress hit just below my knee and the only fit difference i saw when i tried on the petite is that it was slightly shorter (still no thigh showing). this would be flattering on absolutely anyone! if you are worried about bulges this dress will give y",1,-1,,,1,
"This skirt is beautiful, i even have the perfect shirt to wear with it, sadly, though, i have to decide between too many nice things... what to do! i tried on the 0, and it fits me perfectly. above the knee, waist just right (26.5 in). colors are fun and great for fall, but could also summer-ize the skirt.fabric is thick, however, and well-made. i highly recommend, but leave a 0 for me!",1,1,1,1,,
"I purchased the purple motif in petite size small. it hits just the right length for me, but i can see that if i were any larger chested, it might be an issue. (for reference, i'm a 32d, 5'4, 112lb.) it's very forgiving on the tummy area, without looking bulky (other moms know what i'm talking about and understand my appreciation for this). the shirt is also a nice quality, really comfortable, and it's easy to wear with jeans, shorts, skirts, etc., making it a welcome versatile piece.",1,1,1,0,1,
"This was really cute and fit true to size. the only thing i didn't love was the dip on the top left side of the tank near the cleavage. i probably shouldn't have been surprised since it actually shows up in the picture on the model, but it doesn't lay flat correctly there like the right side. either way, it's still very flattering and cute.",1,1,,,0,
"I ordered the coral/peach version in size 16. it ran small, especially compared to other size 14 or 16 mauve blouses i've purchased. very tight throughout the blouse. the product photos looked so nice compared to what arrived. the material was extremely cheap in quality. it wrinkled terribly. the bow pulled the material down which obscured the look of the eyelet. the idea of this was perfect for my style. unfortunately, the poor choice in material & poor fit made this a return for me.",-1,-1,-1,,,
"I purchased the coral color. i'm usually between an xs and small in this brand, and i felt the top runs a tad small, so the small fit much better. simple and flattering top.",1,-1,,,1,
"I got this skirt earlier this week and wore it for the first time today. i love the color and the shape. everyone else loved it on me. it looked great with a buttondown. but, i will say that it's short. i'm usually a petite in bottoms, and i wore tights so i wouldn't flash anyone when i bent down. i can only imagine how it would be on a taller girl. it also fits at the natural waist instead of the hip. i'm usually a size 6 in bottoms, but i bought the size 4 because it sits higher up.",1,-1,,1,1,
"I really love this top, great colors, comfortable, long enough (always a problem for me), light but feels quality fabric and nice details.",1,1,1,1,1,
"This top is amazing!! i thought it looked really cute in the photos but it's even cuter online. the material is great and you can't go wrong with the fit. i love tops that are loose and flowy, so when i'm feeling a bit bloated i can still look cute in tops. this one is definitely a must!",1,1,1,,1,
"I was hesitant to try this on because honestly, it looked so short. however, i just bought this at my retailer store and it is very flattering on! 1st of all, it runs big. my normal size (12) was way too big and i had to go down a size. i could have gone down 2 sizes but the length became problematic. in my regular size (that was too big), the skirt hit me a few inches above my knee. perfect! in the size smaller, it was a tad higher; wish it was the same longer length as the 12 but still acceptable",1,-1,,,1,
"The only negative thing i have to say is that the color in person is different than the picture- it is much more of a coral pink than a rosy pink, which is fine just a tad unexpected! i ordered a size 8 and it fits perfectly (32ddd chest). the laser cut outs in the yoke add a very nice feminine, unique touch to an otherwise basic top. i can't wait to wear it!",1,1,,-1,1,
"Definitely size down, the waist and chest were baggy in my normal size s.",-1,-1,,,,
This shirt is so cute. very casual. looks and fits exactly like the model and a basic retailer fit around the waist.,1,1,,,1,
"The fabric was more ""southwestern"" looking when i got it than it looked in the pics. it fit a bit larger around the bottom than i like.",-1,-1,0,,,
"Very true to size. i'm a sm-med or 6-8. my sizing varies widely at retailer and this was a perfect medium fit.
adorable with jeans or shorts. or dress up with suit or pencil skirt.
i have the blue/green.",1,1,,0,,
Great shirt. i couldn't picture the material but it's washable and great for hot days when you want to look styling.,1,,1,,1,
"I usually try to avoid paying full price for items but saw this in the store and couldn't pass it up! tried it on in my usual size, 2p, and had to have it. i bought the white/black one, and it looks great with black capris. fabric is lightweight and airy; perfect for hot summer days.",1,1,1,1,,1
"If you're looking for pretty and flowy, this is it! i frequently wear xs in retailer sizing, but in this top i went with a s. 5'4"", 123lbs, 34a. love the top but debating on keeping it because i'm not sure the yellow color looks great on my slightly olive skin....great with legging capris for summer",1,-1,,0,1,
"This dress is gorgeous, but the cut of the neck and arms is designed for girls with a slim frame only. i wish it worked? the fabric and pattern are beautiful. sad to send it back.",0,-1,1,,1,
"This is a great top! i love the color of the pink... it is the perfect color of pink; not too bright or too light, but a pretty pink-coral spring color! i am fair skinned and this color looks great on.
i got the 0 regular and it fits perfect. i am 5'2"" and 110lbs. i usually get petite but i can't imagine this shirt being shorter... it's a great length. i can wear it slightly tucked in or out without it looking sloppy. it also hides any belly issues for those mamas out there. love it! perfect fo",1,0,,1,,
"The pattern and fabric are very nice! i'm usually an 8/m for dresses. it was very narrow across the top (and i have a small chest), but hung very low in the armpit. i guess if you're small up top, this might fit better.",0,-1,1,,1,
This is a perfect casual too to pair with jns and shorts for spring!!,1,,,,1,
"I bought this at my local retailer store. i bought the last one and when i walked out of the dressing room a lady asked if i was buying it..uh yeah! this is so cute with jeans or pants and booties. i bought the yellow. its lightweight and perfect for work or weekend. ive received many compliments. the arm holes were small for me, i bought a size 6, normally i'm a small or xs in most tops. i am 5-2, 130 lbs, petite and fit, the 6 regular was perfect for me, i was ok with it a little longer.",1,-1,1,1,,
"Nice to have colors rather than a solid top. i actually bought the pink also because i like the fit so much. i'm 5'8"", 140 and wear a size 6, tts. i like the cut and it's long enough, which can sometimes be a problem for me.",1,1,,1,,
"This top is beautiful and fits true to size, 4ft 11inches and 114 lbs and i purchased the xs. i was at the montclair location today and they had this top in white, lavender, the pattern which is displayed online and gray. the white was see through so you will definitely have to wear an under garment with it. this top will be perfect for the spring with a cardigan or by itself in the summer. i still have a little stomach left over from my second pregnancy and this top hides it well. i decided to",1,1,,,1,
"I love this tank - the colors are great and the fit is flattering. the fabric is lightweight but not cheap or so thin that you need to wear something under it. i am 5'7"" and the length was fine for me.",1,1,1,1,,
"I received tons of compliments on this dress. the print is fun and works well with the modest shape. i love the high neckline and the long hem. it's different and cool.
my only complaint: the arm holes fall super low. i didn't realize until i looked at photos but my bra was very visible.",1,-1,,,1,
"I was looking for a navy top to replace an overused navy silk cowlneck that i have been wearing for years. this is perfect. light, versatile and classic.",1,,1,0,1,
"I purchased this top on sale and it's almost perfect. the pleats under the rib cage make the bottom bell out a little bit - not enough to make me want to return it, but i'm glad i didn't pay full price!",1,,,,-1,-1
"Super cute with skinny jeans. true to size. i'm size 4, 138 pounds and 34c got a small",1,1,,,1,
"I love this sweater because it is so versatile! it looks casual with jeans, but i plan to wear it to the opera with dressy black slacks. the beautiful black embroidery is unusual and asymmetrical in back.",1,,,0,1,
"Love this top! such a fun pattern and style. soft too! easily paired with a sweater or light weight denim/cargo jackets for fall. i generally wear an xs in retailer tops and purchased this in a 2 which is a perfect fit. it could be a tad more roomy in the chest, however the 4 would be too big overall.",1,0,1,,1,
"I purchased the teal/blue version and the colors are slightly muted, but very pretty. i wish it were a tad bit longer, but if you're looking for a shirt that does not look like a tunic, this is ideal. it's cotton, so it feels like a t-shirt, but with a much more elevated design and cut. a cute and easy top!",1,-1,1,1,1,
"I was impressed with the textured knit of this piece, which looked nicer in person than online, and the open neckline with a contrasting stripe. i really liked that the whole bodice was lined with a sewn-in lining from neck to hem (minus the sleeves). i would have loved the dress overall but my usual size small was snug at the hips and it would have just made me too self-conscious for that reason. sadly, i have to return mine, but i would certainly recommend the style for someone with slim hips,",1,-1,1,,1,
This was the best purchase of the summer. it's cute and comfortable without being too baggy/loose. i get compliments every time i wear it. fits true to size. i bought the floral (orange) one. couldn't be happier!,1,1,,1,1,
"Love the style and cut of this top, but fabric is quite thin. tts if not a tad on the small side. i'm small busted so my usual medium was fine. undecided if i'm keeping this top or not.",0,0,-1,,1,
"I bought 2 in the store.  i usually order large petite but i was in the store which doesn't have petites, so i tried a large, and it was tight in the bust, but i loved the shape.  i ended up buying xl's and taking them up at the shoulders to make it a petite fit.  gives me a small looking waistline.",1,-1,,,1,
"I didn't love it enough to buy it, but did think it was cute. i am wearing a medium in the photos and for reference my measurements are 38-30-40.",0,,,,1,
"I did not purchase because it was too low cut for my liking, but otherwise really liked this top. i am wearing a medium in the photos and my measurements are 38-30-40 for reference",0,,,,0,
